"","Treatment","Subject","Task","Time","Choice","Reward","Trial","Day","Ones","AllTrials"
"25260","T",18.3,"0P005_WTR",7233,1,1,73,9,1,749
"25261","T",18.3,"0P005_WTR",6746,1,1,73,10,1,849
"25262","T",18.4,"0P005_WTL",7975,1,1,73,4,1,113
"25263","T",18.4,"0P005_WTL",6751,1,1,73,5,1,213
"25264","T",18.4,"0P005_WTR",6675,1,1,73,6,1,313
"25265","T",18.4,"0P005_WTR",5093,1,1,73,7,1,413
"25266","T",18.4,"0P005_WTR",6228,1,1,73,8,1,513
"25267","T",18.4,"0P005_WTR",5496,1,-1,73,9,1,614
"25268","T",18.4,"0P005_WTR",5869,1,1,73,10,1,714
"25269","T",19.1,"0P005_WTL",7137,1,1,73,1,1,73
"25270","T",19.1,"0P005_WTL",9072,1,1,73,2,1,149
"25271","T",19.1,"0P005_WTL",10016,1,-1,73,4,1,256
"25272","T",19.1,"0P005_WTL",8335,1,-1,73,5,1,356
"25273","T",19.1,"0P005_WTR",8959,-1,-1,73,6,1,456
"25274","T",19.1,"0P005_WTR",9972,1,1,73,7,1,556
"25275","T",19.1,"0P005_WTR",9456,1,-1,73,8,1,656
"25276","T",19.1,"0P005_WTR",8329,1,1,73,9,1,756
"25277","T",19.1,"0P005_WTR",8612,1,1,73,10,1,856
"25278","T",19.3,"0P005_WTL",8129,1,1,73,4,1,114
"25279","T",19.3,"0P005_WTL",8152,1,1,73,5,1,214
"25280","T",19.3,"0P005_WTR",6698,1,NA,73,6,1,314
"25281","T",19.3,"0P005_WTR",6322,1,-1,73,7,1,415
"25282","T",19.3,"0P005_WTR",7393,1,1,73,8,1,515
"25283","T",19.3,"0P005_WTR",8300,1,1,73,9,1,615
"25284","T",19.3,"0P005_WTR",7751,1,1,73,10,1,715
"25285","S",20.2,"0P005_WTL",13684,1,1,73,1,1,73
"25286","S",20.2,"0P005_WTR",15434,1,1,73,7,1,272
"25287","S",20.4,"0P005_WTL",17480,1,-1,73,2,1,87
"25288","S",20.4,"0P005_WTL",17576,1,1,73,3,1,165
"25289","S",20.4,"0P005_WTR",14008,-1,-1,73,8,1,300
"25290","S",20.4,"0P005_WTR",9306,1,1,73,9,1,393
"25291","S",20.4,"0P005_WTR",17220,1,-1,73,10,1,493
"25292","S",21.2,"0P005_WTL",12920,1,1,73,1,1,73
"25293","S",21.2,"0P005_WTL",8760,1,1,73,3,1,213
"25294","S",21.2,"0P005_WTL",7648,-1,-1,73,4,1,313
"25295","S",21.2,"0P005_WTL",6702,1,-1,73,5,1,413
"25296","S",21.2,"0P005_WTR",7752,-1,1,73,6,1,513
"25297","S",21.2,"0P005_WTR",6517,1,1,73,7,1,613
"25298","S",21.2,"0P005_WTR",6641,1,1,73,8,1,713
"25299","S",21.2,"0P005_WTR",7945,1,1,73,9,1,813
"25300","S",21.2,"0P005_WTR",5885,1,1,73,10,1,913
"25301","S",21.3,"0P005_WTL",7848,1,1,73,5,1,73
"25302","S",21.4,"0P005_WTL",8634,1,1,73,1,1,73
"25303","S",21.4,"0P005_WTL",14331,-1,-1,73,2,1,148
"25304","S",21.4,"0P005_WTL",11393,1,1,73,3,1,247
"25305","S",21.4,"0P005_WTL",10516,-1,1,73,4,1,347
"25306","S",21.4,"0P005_WTR",6962,1,1,73,6,1,447
"25307","S",21.4,"0P005_WTR",5354,-1,-1,73,7,1,547
"25308","S",21.4,"0P005_WTR",5394,-1,-1,73,8,1,647
"25309","S",21.4,"0P005_WTR",5259,-1,-1,73,9,1,747
"25310","S",21.4,"0P005_WTR",4679,1,-1,73,10,1,847
"25311","T",22.1,"0P005_WTL",7770,1,1,73,2,1,79
"25312","T",22.1,"0P005_WTL",9567,1,1,73,4,1,193
"25313","T",22.1,"0P005_WTL",7385,1,1,73,5,1,293
"25314","T",22.1,"0P005_WTR",8154,-1,-1,73,6,1,393
"25315","T",22.1,"0P005_WTR",6764,1,1,73,7,1,493
"25316","T",22.1,"0P005_WTR",7309,1,-1,73,8,1,593
"25317","T",22.1,"0P005_WTR",11367,1,1,73,9,1,693
"25318","T",22.1,"0P005_WTR",12273,1,1,73,10,1,793
"25319","T",22.3,"0P005_WTL",7901,1,1,73,1,1,73
"25320","T",22.3,"0P005_WTL",7673,1,1,73,4,1,211
"25321","T",22.3,"0P005_WTL",6579,1,1,73,5,1,311
"25322","T",22.3,"0P005_WTR",6131,1,-1,73,6,1,411
"25323","T",22.3,"0P005_WTR",5472,1,1,73,7,1,511
"25324","T",22.3,"0P005_WTR",9509,-1,1,73,8,1,611
"25325","T",22.3,"0P005_WTR",6813,1,1,73,9,1,711
"25326","T",22.3,"0P005_WTR",14402,1,1,73,10,1,811
"25327","T",1.1,"0P005_WTL",7423,1,1,74,1,1,74
"25328","T",1.1,"0P005_WTL",8117,1,1,74,2,1,174
"25329","T",1.1,"0P005_WTL",8345,1,1,74,3,1,274
"25330","T",1.1,"0P005_WTL",8379,1,-1,74,4,1,353
"25331","T",1.1,"0P005_WTL",6980,1,1,74,5,1,453
"25332","T",1.1,"0P005_WTR",7702,-1,-1,74,6,1,553
"25333","T",1.1,"0P005_WTR",7069,1,-1,74,7,1,653
"25334","T",1.1,"0P005_WTR",6177,1,1,74,8,1,753
"25335","T",1.1,"0P005_WTR",6605,1,1,74,9,1,853
"25336","T",1.1,"0P005_WTR",7025,1,1,74,10,1,953
"25337","T",1.2,"0P005_WTL",12151,1,1,74,4,1,159
"25338","T",1.2,"0P005_WTL",8459,1,1,74,5,1,248
"25339","T",1.2,"0P005_WTR",9626,1,-1,74,6,1,348
"25340","T",1.2,"0P005_WTR",8818,1,1,74,7,1,448
"25341","T",1.2,"0P005_WTR",6939,1,-1,74,8,1,548
"25342","T",1.2,"0P005_WTR",7888,1,-1,74,9,1,648
"25343","T",1.2,"0P005_WTR",7490,1,1,74,10,1,748
"25344","T",2.3,"0P005_WTL",15658,1,1,74,5,1,277
"25345","T",2.3,"0P005_WTR",12449,1,1,74,6,1,367
"25346","T",2.3,"0P005_WTR",10708,1,1,74,7,1,467
"25347","T",2.3,"0P005_WTR",7360,1,1,74,8,1,567
"25348","T",2.3,"0P005_WTR",7213,1,1,74,9,1,667
"25349","T",2.3,"0P005_WTR",9818,1,1,74,10,1,767
"25350","T",2.4,"0P005_WTL",9155,1,NA,74,4,1,107
"25351","T",2.4,"0P005_WTL",8863,1,1,74,5,1,207
"25352","T",2.4,"0P005_WTR",10441,-1,1,74,6,1,307
"25353","T",2.4,"0P005_WTR",7262,-1,-1,74,7,1,408
"25354","T",2.4,"0P005_WTR",6107,1,1,74,8,1,509
"25355","T",2.4,"0P005_WTR",7288,1,1,74,9,1,609
"25356","T",2.4,"0P005_WTR",8848,1,NA,74,10,1,709
"25357","S",3.1,"0P005_WTL",16707,1,-1,74,2,1,112
"25358","S",3.1,"0P005_WTL",13841,1,1,74,4,1,197
"25359","S",3.1,"0P005_WTL",14383,1,1,74,5,1,283
"25360","S",3.1,"0P005_WTR",11443,-1,-1,74,7,1,437
"25361","S",3.1,"0P005_WTR",11617,1,1,74,8,1,537
"25362","S",3.1,"0P005_WTR",9457,1,1,74,9,1,636
"25363","S",3.1,"0P005_WTR",11254,1,1,74,10,1,736
"25364","S",4.2,"0P005_WTL",7131,1,1,74,5,1,244
"25365","S",4.2,"0P005_WTR",10527,1,1,74,6,1,344
"25366","S",4.2,"0P005_WTR",7541,1,1,74,7,1,444
"25367","S",4.2,"0P005_WTR",5366,1,NA,74,8,1,544
"25368","S",4.2,"0P005_WTR",6547,1,1,74,9,1,644
"25369","S",4.2,"0P005_WTR",6931,1,1,74,10,1,744
"25370","S",5.1,"0P005_WTL",8728,1,1,74,1,1,74
"25371","S",5.1,"0P005_WTL",10646,1,1,74,2,1,174
"25372","S",5.1,"0P005_WTL",15467,1,1,74,3,1,269
"25373","S",5.1,"0P005_WTL",8256,1,1,74,4,1,363
"25374","S",5.1,"0P005_WTR",16204,-1,1,74,6,1,513
"25375","S",5.1,"0P005_WTR",7306,1,-1,74,7,1,605
"25376","S",5.1,"0P005_WTR",6564,1,1,74,8,1,705
"25377","S",5.1,"0P005_WTR",6477,1,1,74,9,1,805
"25378","S",5.1,"0P005_WTR",7494,1,NA,74,10,1,905
"25379","S",5.2,"0P005_WTL",12423,1,-1,74,2,1,98
"25380","S",5.2,"0P005_WTL",8984,1,1,74,3,1,198
"25381","S",5.2,"0P005_WTL",11795,1,1,74,4,1,272
"25382","S",5.2,"0P005_WTL",10246,1,1,74,5,1,372
"25383","S",5.2,"0P005_WTR",9483,-1,-1,74,6,1,472
"25384","S",5.2,"0P005_WTR",9357,1,-1,74,7,1,572
"25385","S",5.2,"0P005_WTR",14212,-1,1,74,8,1,672
"25386","S",5.2,"0P005_WTR",7846,1,-1,74,9,1,758
"25387","S",5.2,"0P005_WTR",14870,1,1,74,10,1,858
"25388","T",6.3,"0P005_WTL",11984,1,1,74,2,1,97
"25389","T",6.3,"0P005_WTL",13583,1,1,74,3,1,197
"25390","T",6.3,"0P005_WTL",10549,1,-1,74,4,1,296
"25391","T",6.3,"0P005_WTL",12494,1,1,74,5,1,396
"25392","T",6.3,"0P005_WTR",8224,-1,-1,74,6,1,496
"25393","T",6.3,"0P005_WTR",8902,1,1,74,7,1,596
"25394","T",6.3,"0P005_WTR",10026,1,1,74,8,1,696
"25395","T",6.3,"0P005_WTR",9098,1,-1,74,9,1,796
"25396","T",6.3,"0P005_WTR",7525,1,1,74,10,1,896
"25397","T",6.4,"0P005_WTL",8855,1,1,74,1,1,74
"25398","T",6.4,"0P005_WTL",9497,1,1,74,2,1,174
"25399","T",6.4,"0P005_WTL",7663,1,1,74,4,1,321
"25400","T",6.4,"0P005_WTL",7779,1,-1,74,5,1,421
"25401","T",6.4,"0P005_WTR",7050,-1,-1,74,6,1,521
"25402","T",6.4,"0P005_WTR",7530,-1,-1,74,7,1,621
"25403","T",6.4,"0P005_WTR",8204,1,NA,74,8,1,721
"25404","T",6.4,"0P005_WTR",8930,1,1,74,9,1,821
"25405","T",6.4,"0P005_WTR",8143,1,1,74,10,1,921
"25406","S",7.1,"0P005_WTL",7749,1,1,74,1,1,74
"25407","S",7.1,"0P005_WTL",16211,1,-1,74,5,1,264
"25408","S",7.1,"0P005_WTR",9874,-1,-1,74,7,1,403
"25409","S",7.1,"0P005_WTR",7924,1,-1,74,9,1,575
"25410","S",7.1,"0P005_WTR",7864,1,1,74,10,1,675
"25411","T",8.2,"0P005_WTL",15444,1,1,74,1,1,74
"25412","T",8.2,"0P005_WTL",10285,1,1,74,3,1,176
"25413","T",8.2,"0P005_WTL",7347,1,1,74,4,1,276
"25414","T",8.2,"0P005_WTL",5889,1,NA,74,5,1,376
"25415","T",8.2,"0P005_WTR",7413,-1,-1,147,6,1,549
"25416","S",8.2,"0P005_WTR",8282,-1,-1,148,6,1,550
"25417","T",8.2,"0P005_WTR",8912,1,1,74,7,1,676
"25418","T",8.2,"0P005_WTR",7060,1,1,74,8,1,777
"25419","T",8.2,"0P005_WTR",9707,1,1,74,9,1,877
"25420","T",8.2,"0P005_WTR",6474,1,-1,74,10,1,977
"25421","T",8.3,"0P005_WTL",13545,1,-1,74,4,1,193
"25422","T",8.3,"0P005_WTL",17515,1,1,74,5,1,292
"25423","T",8.3,"0P005_WTR",11577,1,1,74,6,1,367
"25424","T",8.3,"0P005_WTR",12963,1,1,74,7,1,467
"25425","T",8.3,"0P005_WTR",12095,-1,-1,74,8,1,563
"25426","T",8.3,"0P005_WTR",14321,1,1,74,9,1,663
"25427","T",8.3,"0P005_WTR",14434,1,1,74,10,1,760
"25428","S",9.1,"0P005_WTL",7344,-1,1,74,2,1,109
"25429","S",9.1,"0P005_WTL",6756,1,1,74,4,1,244
"25430","S",9.1,"0P005_WTR",15348,1,1,74,8,1,372
"25431","S",9.1,"0P005_WTR",9977,1,1,74,9,1,462
"25432","S",9.1,"0P005_WTR",6939,-1,-1,74,10,1,562
"25433","S",9.2,"0P005_WTL",9402,1,1,74,2,1,82
"25434","S",9.2,"0P005_WTL",7854,1,1,74,4,1,197
"25435","S",9.2,"0P005_WTL",7003,1,1,74,5,1,297
"25436","S",9.2,"0P005_WTR",8595,-1,-1,74,7,1,397
"25437","S",9.2,"0P005_WTR",7170,1,1,74,8,1,498
"25438","S",9.2,"0P005_WTR",6211,1,-1,74,9,1,598
"25439","S",9.2,"0P005_WTR",5703,1,1,74,10,1,698
"25440","S",10.3,"0P005_WTL",7007,-1,-1,74,4,1,171
"25441","S",10.3,"0P005_WTL",8990,1,-1,74,5,1,271
"25442","S",10.3,"0P005_WTR",9703,-1,-1,74,6,1,371
"25443","S",10.3,"0P005_WTR",9093,1,1,74,7,1,471
"25444","S",10.3,"0P005_WTR",7525,1,1,74,8,1,571
"25445","S",10.3,"0P005_WTR",8122,1,-1,74,9,1,671
"25446","S",10.3,"0P005_WTR",9050,-1,-1,74,10,1,772
"25447","S",10.4,"0P005_WTL",8967,-1,1,74,4,1,116
"25448","S",10.4,"0P005_WTR",7906,1,1,74,6,1,278
"25449","S",10.4,"0P005_WTR",9426,-1,-1,74,7,1,378
"25450","S",10.4,"0P005_WTR",8907,-1,-1,74,8,1,478
"25451","S",10.4,"0P005_WTR",9853,1,-1,74,9,1,578
"25452","S",10.4,"0P005_WTR",8496,1,1,74,10,1,678
"25453","T",11.1,"0P005_WTL",14658,1,1,74,1,1,74
"25454","T",11.1,"0P005_WTL",9121,1,NA,74,4,1,209
"25455","T",11.1,"0P005_WTL",15378,1,1,74,5,1,309
"25456","T",11.1,"0P005_WTR",17074,1,1,74,7,1,463
"25457","T",11.1,"0P005_WTR",12148,1,1,74,8,1,543
"25458","T",11.1,"0P005_WTR",11468,1,1,74,9,1,643
"25459","T",11.1,"0P005_WTR",9358,1,1,74,10,1,743
"25460","T",11.3,"0P005_WTL",15050,1,1,74,4,1,130
"25461","T",11.3,"0P005_WTL",5930,1,1,74,5,1,218
"25462","T",11.3,"0P005_WTR",6792,-1,-1,74,6,1,319
"25463","T",11.3,"0P005_WTR",7818,-1,NA,74,7,1,419
"25464","T",11.3,"0P005_WTR",7296,1,NA,74,8,1,520
"25465","T",11.3,"0P005_WTR",7149,1,1,74,9,1,620
"25466","T",11.3,"0P005_WTR",6719,1,-1,74,10,1,721
"25467","T",12.2,"0P005_WTL",8172,1,1,74,2,1,104
"25468","T",12.2,"0P005_WTL",10530,1,1,74,3,1,200
"25469","T",12.2,"0P005_WTL",9276,1,1,74,4,1,294
"25470","T",12.2,"0P005_WTL",7022,1,1,74,5,1,394
"25471","T",12.2,"0P005_WTR",6656,-1,-1,74,6,1,494
"25472","T",12.2,"0P005_WTR",6223,-1,NA,74,7,1,594
"25473","T",12.2,"0P005_WTR",5823,-1,-1,74,8,1,694
"25474","T",12.2,"0P005_WTR",7860,1,1,74,9,1,794
"25475","T",12.2,"0P005_WTR",6284,1,1,74,10,1,895
"25476","T",12.4,"0P005_WTL",9584,1,1,74,2,1,75
"25477","T",12.4,"0P005_WTL",6965,1,1,74,4,1,209
"25478","T",12.4,"0P005_WTL",5460,1,1,74,5,1,309
"25479","T",12.4,"0P005_WTR",7613,-1,-1,74,6,1,409
"25480","T",12.4,"0P005_WTR",7161,-1,1,74,7,1,509
"25481","T",12.4,"0P005_WTR",6692,-1,-1,74,8,1,609
"25482","T",12.4,"0P005_WTR",6226,-1,-1,74,9,1,709
"25483","T",12.4,"0P005_WTR",6801,-1,-1,74,10,1,810
"25484","T",13.1,"0P005_WTL",7459,1,1,74,1,1,74
"25485","T",13.1,"0P005_WTL",16352,1,1,74,3,1,222
"25486","T",13.1,"0P005_WTL",10226,-1,-1,74,4,1,302
"25487","T",13.1,"0P005_WTL",11150,1,1,74,5,1,402
"25488","T",13.1,"0P005_WTR",8385,-1,1,74,6,1,502
"25489","T",13.1,"0P005_WTR",7573,-1,-1,74,7,1,602
"25490","T",13.1,"0P005_WTR",7858,-1,1,74,8,1,702
"25491","T",13.1,"0P005_WTR",13151,-1,-1,74,9,1,802
"25492","T",13.1,"0P005_WTR",7223,-1,-1,74,10,1,889
"25493","T",13.2,"0P005_WTL",7057,1,1,74,4,1,108
"25494","T",13.2,"0P005_WTL",6168,1,1,74,5,1,209
"25495","T",13.2,"0P005_WTR",5869,-1,-1,74,6,1,309
"25496","T",13.2,"0P005_WTR",6370,1,1,74,7,1,409
"25497","T",13.2,"0P005_WTR",7771,1,-1,74,8,1,509
"25498","T",13.2,"0P005_WTR",6626,1,1,74,9,1,609
"25499","T",13.2,"0P005_WTR",8747,1,1,74,10,1,709
"25500","T",14.3,"0P005_WTL",7145,1,1,74,4,1,103
"25501","T",14.3,"0P005_WTL",6376,1,1,74,5,1,203
"25502","T",14.3,"0P005_WTR",6624,1,1,74,6,1,303
"25503","T",14.3,"0P005_WTR",7769,1,1,74,7,1,403
"25504","T",14.3,"0P005_WTR",7543,1,1,74,8,1,504
"25505","T",14.3,"0P005_WTR",7831,1,1,74,9,1,605
"25506","T",14.3,"0P005_WTR",6700,1,1,74,10,1,705
"25507","T",14.4,"0P005_WTL",6378,1,1,74,3,1,76
"25508","T",14.4,"0P005_WTL",6647,1,1,74,4,1,176
"25509","T",14.4,"0P005_WTL",6023,1,1,74,5,1,276
"25510","T",14.4,"0P005_WTR",6231,-1,1,74,6,1,377
"25511","T",14.4,"0P005_WTR",5486,1,1,74,7,1,477
"25512","T",14.4,"0P005_WTR",4878,1,NA,74,8,1,578
"25513","T",14.4,"0P005_WTR",6226,1,1,74,9,1,678
"25514","T",14.4,"0P005_WTR",5776,1,1,74,10,1,778
"25515","S",15.1,"0P005_WTL",13963,1,NA,74,4,1,142
"25516","S",15.1,"0P005_WTL",10961,1,1,74,5,1,239
"25517","S",15.1,"0P005_WTR",9475,-1,-1,74,6,1,340
"25518","S",15.1,"0P005_WTR",9333,-1,-1,74,7,1,440
"25519","S",15.1,"0P005_WTR",10047,-1,-1,74,8,1,540
"25520","S",15.1,"0P005_WTR",9365,-1,-1,74,9,1,640
"25521","S",15.1,"0P005_WTR",8880,-1,-1,74,10,1,740
"25522","S",15.4,"0P005_WTL",5554,1,NA,74,4,1,106
"25523","S",15.4,"0P005_WTL",5153,1,NA,74,5,1,206
"25524","S",15.4,"0P005_WTR",6072,-1,-1,74,6,1,306
"25525","S",15.4,"0P005_WTR",5458,1,1,74,7,1,407
"25526","S",15.4,"0P005_WTR",5254,1,1,74,8,1,507
"25527","S",15.4,"0P005_WTR",5182,1,1,74,9,1,607
"25528","S",15.4,"0P005_WTR",5448,1,1,74,10,1,707
"25529","S",16.2,"0P005_WTL",8431,1,1,74,1,1,74
"25530","S",16.2,"0P005_WTL",10056,1,1,74,2,1,174
"25531","S",16.2,"0P005_WTL",9201,1,1,74,4,1,312
"25532","S",16.2,"0P005_WTL",7391,1,1,74,5,1,412
"25533","S",16.2,"0P005_WTR",6376,1,1,74,6,1,512
"25534","S",16.2,"0P005_WTR",9450,1,1,74,7,1,612
"25535","S",16.2,"0P005_WTR",8902,1,-1,74,8,1,712
"25536","S",16.2,"0P005_WTR",9723,1,1,74,9,1,812
"25537","S",16.2,"0P005_WTR",9024,1,-1,74,10,1,912
"25538","S",16.3,"0P005_WTL",16193,1,1,74,1,1,74
"25539","T",16.3,"0P005_WTL",7453,1,1,142,2,1,223
"25540","S",16.3,"0P005_WTL",7046,1,NA,74,4,1,379
"25541","S",16.3,"0P005_WTL",6068,1,1,74,5,1,479
"25542","S",16.3,"0P005_WTR",7395,1,-1,74,6,1,579
"25543","S",16.3,"0P005_WTR",7242,-1,-1,74,7,1,679
"25544","S",16.3,"0P005_WTR",7553,-1,-1,74,8,1,779
"25545","S",16.3,"0P005_WTR",8666,1,1,74,9,1,879
"25546","S",16.3,"0P005_WTR",7285,1,1,74,10,1,979
"25547","T",16.4,"0P005_WTL",6554,-1,-1,74,2,1,74
"25548","S",17.1,"0P005_WTL",13598,1,1,74,4,1,133
"25549","S",17.1,"0P005_WTL",11898,1,1,74,5,1,229
"25550","S",17.1,"0P005_WTR",9148,1,1,74,6,1,329
"25551","S",17.1,"0P005_WTR",6548,1,1,74,7,1,429
"25552","S",17.1,"0P005_WTR",5829,1,1,74,8,1,529
"25553","S",17.1,"0P005_WTR",13081,-1,-1,74,9,1,629
"25554","S",17.2,"0P005_WTL",16340,1,1,74,4,1,258
"25555","S",17.2,"0P005_WTL",13180,-1,-1,74,5,1,343
"25556","S",17.2,"0P005_WTR",10108,1,1,74,6,1,443
"25557","S",17.2,"0P005_WTR",8952,1,1,74,7,1,543
"25558","S",17.2,"0P005_WTR",11601,-1,1,74,8,1,643
"25559","S",17.2,"0P005_WTR",8017,-1,1,74,9,1,738
"25560","S",17.2,"0P005_WTR",14545,1,1,74,10,1,838
"25561","T",18.3,"0P005_WTL",10836,1,-1,74,2,1,101
"25562","T",18.3,"0P005_WTL",9836,1,1,74,4,1,250
"25563","T",18.3,"0P005_WTL",8677,1,1,74,5,1,350
"25564","T",18.3,"0P005_WTR",7877,1,1,74,6,1,450
"25565","T",18.3,"0P005_WTR",6656,-1,-1,74,7,1,550
"25566","T",18.3,"0P005_WTR",6312,1,1,74,8,1,650
"25567","T",18.3,"0P005_WTR",7360,1,1,74,9,1,750
"25568","T",18.3,"0P005_WTR",6827,1,1,74,10,1,850
"25569","T",18.4,"0P005_WTL",8063,1,-1,74,4,1,114
"25570","T",18.4,"0P005_WTL",6815,1,1,74,5,1,214
"25571","T",18.4,"0P005_WTR",6834,-1,-1,74,6,1,314
"25572","T",18.4,"0P005_WTR",5175,1,1,74,7,1,414
"25573","T",18.4,"0P005_WTR",6298,1,-1,74,8,1,514
"25574","T",18.4,"0P005_WTR",5564,1,1,74,9,1,615
"25575","T",18.4,"0P005_WTR",5950,1,1,74,10,1,715
"25576","T",19.1,"0P005_WTL",7233,1,1,74,1,1,74
"25577","T",19.1,"0P005_WTL",9208,1,1,74,2,1,150
"25578","T",19.1,"0P005_WTL",10084,1,1,74,4,1,257
"25579","T",19.1,"0P005_WTL",8472,1,1,74,5,1,357
"25580","T",19.1,"0P005_WTR",9139,-1,NA,74,6,1,457
"25581","T",19.1,"0P005_WTR",10146,1,1,74,7,1,557
"25582","T",19.1,"0P005_WTR",9564,1,1,74,8,1,657
"25583","T",19.1,"0P005_WTR",8440,1,-1,74,9,1,757
"25584","T",19.1,"0P005_WTR",8757,1,1,74,10,1,857
"25585","T",19.3,"0P005_WTL",8217,1,1,74,4,1,115
"25586","T",19.3,"0P005_WTL",8221,1,1,74,5,1,215
"25587","T",19.3,"0P005_WTR",6702,1,1,74,6,1,315
"25588","T",19.3,"0P005_WTR",6327,1,-1,74,7,1,416
"25589","T",19.3,"0P005_WTR",7718,-1,NA,74,8,1,516
"25590","T",19.3,"0P005_WTR",8391,1,1,74,9,1,616
"25591","T",19.3,"0P005_WTR",7882,1,NA,74,10,1,716
"25592","S",20.2,"0P005_WTL",13781,-1,-1,74,1,1,74
"25593","S",20.2,"0P005_WTR",15578,1,1,74,7,1,273
"25594","S",20.4,"0P005_WTL",17590,-1,-1,74,2,1,88
"25595","S",20.4,"0P005_WTL",17691,1,1,74,3,1,166
"25596","S",20.4,"0P005_WTR",14083,1,1,74,8,1,301
"25597","S",20.4,"0P005_WTR",9391,1,1,74,9,1,394
"25598","S",20.4,"0P005_WTR",17300,1,1,74,10,1,494
"25599","S",21.2,"0P005_WTL",13208,1,1,74,1,1,74
"25600","S",21.2,"0P005_WTL",8836,1,1,74,3,1,214
"25601","S",21.2,"0P005_WTL",7734,1,1,74,4,1,314
"25602","S",21.2,"0P005_WTL",6772,1,1,74,5,1,414
"25603","S",21.2,"0P005_WTR",7857,-1,-1,74,6,1,514
"25604","S",21.2,"0P005_WTR",6593,1,-1,74,7,1,614
"25605","S",21.2,"0P005_WTR",6734,1,-1,74,8,1,714
"25606","S",21.2,"0P005_WTR",8019,1,1,74,9,1,814
"25607","S",21.2,"0P005_WTR",5963,1,1,74,10,1,914
"25608","S",21.3,"0P005_WTL",7912,1,1,74,5,1,74
"25609","S",21.4,"0P005_WTL",8703,1,1,74,1,1,74
"25610","S",21.4,"0P005_WTL",14470,-1,-1,74,2,1,149
"25611","S",21.4,"0P005_WTL",11471,1,1,74,3,1,248
"25612","S",21.4,"0P005_WTL",10610,1,1,74,4,1,348
"25613","S",21.4,"0P005_WTR",7027,1,1,74,6,1,448
"25614","S",21.4,"0P005_WTR",5432,1,-1,74,7,1,548
"25615","S",21.4,"0P005_WTR",5595,-1,1,74,8,1,648
"25616","S",21.4,"0P005_WTR",5351,1,-1,74,9,1,748
"25617","S",21.4,"0P005_WTR",4777,1,1,74,10,1,848
"25618","T",22.1,"0P005_WTL",7883,1,1,74,2,1,80
"25619","T",22.1,"0P005_WTL",9673,1,-1,74,4,1,194
"25620","T",22.1,"0P005_WTL",7484,1,-1,74,5,1,294
"25621","T",22.1,"0P005_WTR",8251,-1,1,74,6,1,394
"25622","T",22.1,"0P005_WTR",6834,1,1,74,7,1,494
"25623","T",22.1,"0P005_WTR",7412,1,1,74,8,1,594
"25624","T",22.1,"0P005_WTR",11508,1,-1,74,9,1,694
"25625","T",22.1,"0P005_WTR",12389,1,-1,74,10,1,794
"25626","T",22.3,"0P005_WTL",7679,1,NA,74,4,1,212
"25627","T",22.3,"0P005_WTL",6662,1,1,74,5,1,312
"25628","T",22.3,"0P005_WTR",6212,-1,1,74,6,1,412
"25629","T",22.3,"0P005_WTR",5559,1,1,74,7,1,512
"25630","T",22.3,"0P005_WTR",9616,1,1,74,8,1,612
"25631","T",22.3,"0P005_WTR",6903,1,1,74,9,1,712
"25632","T",22.3,"0P005_WTR",15044,1,1,74,10,1,812
"25633","T",1.1,"0P005_WTL",7535,1,-1,75,1,1,75
"25634","T",1.1,"0P005_WTL",8186,1,1,75,2,1,175
"25635","T",1.1,"0P005_WTL",8433,1,1,75,3,1,275
"25636","T",1.1,"0P005_WTL",8470,1,1,75,4,1,354
"25637","T",1.1,"0P005_WTL",7057,1,1,75,5,1,454
"25638","T",1.1,"0P005_WTR",7820,-1,-1,75,6,1,554
"25639","T",1.1,"0P005_WTR",7146,1,-1,75,7,1,654
"25640","T",1.1,"0P005_WTR",6262,-1,1,75,8,1,754
"25641","T",1.1,"0P005_WTR",6693,1,-1,75,9,1,854
"25642","T",1.1,"0P005_WTR",7112,1,-1,75,10,1,954
"25643","T",1.2,"0P005_WTL",12251,1,-1,75,4,1,160
"25644","T",1.2,"0P005_WTL",8573,1,1,75,5,1,249
"25645","T",1.2,"0P005_WTR",9695,1,1,75,6,1,349
"25646","T",1.2,"0P005_WTR",8952,-1,-1,75,7,1,449
"25647","T",1.2,"0P005_WTR",7024,-1,1,75,8,1,549
"25648","T",1.2,"0P005_WTR",7963,-1,-1,75,9,1,649
"25649","T",1.2,"0P005_WTR",7591,1,1,75,10,1,749
"25650","T",2.3,"0P005_WTL",15814,1,1,75,5,1,278
"25651","T",2.3,"0P005_WTR",12569,1,-1,75,6,1,368
"25652","T",2.3,"0P005_WTR",10814,1,1,75,7,1,468
"25653","T",2.3,"0P005_WTR",7443,1,1,75,8,1,568
"25654","T",2.3,"0P005_WTR",7295,1,1,75,9,1,668
"25655","T",2.3,"0P005_WTR",9911,1,-1,75,10,1,768
"25656","T",2.4,"0P005_WTL",9251,1,1,75,4,1,108
"25657","T",2.4,"0P005_WTL",8936,1,-1,75,5,1,208
"25658","T",2.4,"0P005_WTR",10522,-1,-1,75,6,1,308
"25659","T",2.4,"0P005_WTR",7267,-1,-1,75,7,1,409
"25660","T",2.4,"0P005_WTR",6186,-1,-1,75,8,1,510
"25661","T",2.4,"0P005_WTR",7354,1,-1,75,9,1,610
"25662","T",2.4,"0P005_WTR",8942,1,1,75,10,1,710
